name	description	leaves
6161	a clade within genus Bacteroides,including representatives of species Bacteroides cellulosilyticus, Bacteroides helcogenes, Bacteroides finegoldii, Bacteroides xylanisolvens, Bacteroides stercoris, Bacteroides fragilis, Bacteroides thetaiotaomicron, Bacteroides uniformis, Bacteroides salyersiae, Bacteroides nordii, Bacteroides caccae, Bacteroides acidifaciens, Bacteroides eggerthii, Bacteroides ovatus, Bacteroides faecis, Bacteroides graminisolvens, Bacteroides gallinarum, Bacteroides rodentium, Bacteroides clarus, Bacteroides fluxus, Bacteroides oleiciplenus, Bacteroides intestinalis	6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352;
6180	a clade within genus Bacteroides,including representatives of species Bacteroides sartorii, Bacteroides massiliensis, Bacteroides salanitronis, Bacteroides chinchillae, Bacteroides coprophilus, Bacteroides paurosaccharolyticus, Bacteroides plebeius, Bacteroides barnesiae, Bacteroides coprocola, Bacteroides dorei	sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178
6239	Parabacteroides distasonis	sq88;size=119729; sq122;size=74529;
13149	a clade within genus Blautia,including representatives of species Blautia wexlerae, [Ruminococcus] obeum, Blautia luti	sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979;
13190	Anaerostipes butyraticus	sq23;size=649275; sq55;size=230567;
13221	a clade within order Clostridiales,including representatives of family Lachnospiraceae, Clostridiaceae	sq207;size=34903; sq58;size=207883; sq237;size=28760;
14292	a clade within family Lactobacillaceae,including representatives of genus Lactobacillus, Pediococcus	
8002	a clade within family Enterobacteriaceae,including representatives of genus Buttiauxella, Citrobacter, Raoultella, Enterobacter, Trabulsiella, Serratia, Leclercia, Lelliottia, Shigella, Salmonella, Escherichia, Kluyvera, Kosakonia, Cedecea, Klebsiella, Yokenella	sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753;
8219	a clade within family Pasteurellaceae,including representatives of genus Bibersteinia, Lonepinella, Actinobacillus, Nicoletella, Mannheimia, Basfia, Haemophilus, Phocoenobacter, Pasteurella, Aggregatibacter	sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687;
6139	a clade within genus Bacteroides,including representatives of species Bacteroides cellulosilyticus, Bacteroides helcogenes, Bacteroides gallinarum, Bacteroides rodentium, Bacteroides stercoris, Bacteroides eggerthii, Bacteroides clarus, Bacteroides fluxus, Bacteroides oleiciplenus, Bacteroides uniformis, Bacteroides intestinalis	6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785;
6160	a clade within genus Bacteroides,including representatives of species Bacteroides faecis, Bacteroides graminisolvens, Bacteroides acidifaciens, Bacteroides finegoldii, Bacteroides xylanisolvens, Bacteroides thetaiotaomicron, Bacteroides ovatus, Bacteroides fragilis, Bacteroides salyersiae, Bacteroides nordii, Bacteroides caccae	sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352;
6169	a clade within genus Bacteroides,including representatives of species Bacteroides dorei, Bacteroides sartorii, Bacteroides massiliensis, Bacteroides chinchillae	sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437;
13145	Blautia wexlerae	sq83;size=124906; sq346;size=13367; sq13;size=1127644;
13148	a clade within genus Blautia,including representatives of species [Ruminococcus] obeum, Blautia luti	sq321;size=15123; sq115;size=79033; sq50;size=282979;
13153	Blautia hansenii	
13204	a clade within order Clostridiales,including representatives of family Ruminococcaceae, Lachnospiraceae	sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974;
13209	a clade within order Clostridiales,including representatives of family Clostridiaceae, Lachnospiraceae	sq104;size=91730; sq155;size=52821;
13217	a clade within genus Dorea,including representatives of species Dorea formicigenerans, Dorea longicatena	sq207;size=34903; sq58;size=207883;
14526	a clade within genus Streptococcus,including representatives of species Streptococcus salivarius, Streptococcus lactarius, Streptococcus peroris, Streptococcus vestibularis	sq47;size=314068; sq171;size=46206;
7983	a clade within family Enterobacteriaceae,including representatives of genus Buttiauxella, Citrobacter, Raoultella, Enterobacter, Serratia, Leclercia, Lelliottia, Kosakonia, Escherichia, Kluyvera, Cedecea, Klebsiella, Yokenella	sq22;size=654794; sq99;size=101887; sq43;size=343371;
8218	a clade within family Pasteurellaceae,including representatives of genus Aggregatibacter, Haemophilus	sq196;size=36731; sq19;size=777424; sq486;size=6865;
6109	a clade within family Prevotellaceae,including representatives of genus Hallella, Prevotella	sq51;size=274412; sq10;size=1332376; 6105
6123	a clade within genus Bacteroides,including representatives of species Bacteroides cellulosilyticus, Bacteroides intestinalis, Bacteroides oleiciplenus	
6138	a clade within genus Bacteroides,including representatives of species Bacteroides helcogenes, Bacteroides gallinarum, Bacteroides rodentium, Bacteroides stercoris, Bacteroides eggerthii, Bacteroides clarus, Bacteroides fluxus, Bacteroides uniformis	sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785;
6152	a clade within genus Bacteroides,including representatives of species Bacteroides faecis, Bacteroides acidifaciens, Bacteroides finegoldii, Bacteroides xylanisolvens, Bacteroides thetaiotaomicron, Bacteroides ovatus, Bacteroides caccae	sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057;
6178	a clade within genus Bacteroides,including representatives of species Bacteroides plebeius, Bacteroides coprocola	
13203	Ruminococcus lactaris	sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242;
14334	a clade within genus Lactobacillus,including representatives of species Lactobacillus manihotivorans, Lactobacillus sharpeae, Lactobacillus pantheris, Lactobacillus thailandensis, Lactobacillus camelliae	sq36;size=439026; sq70;size=169081;
7982	a clade within family Enterobacteriaceae,including representatives of genus Buttiauxella, Citrobacter, Raoultella, Enterobacter, Serratia, Leclercia, Lelliottia, Escherichia, Kluyvera, Cedecea, Klebsiella, Yokenella	sq22;size=654794; sq99;size=101887;
8217	a clade within family Pasteurellaceae,including representatives of genus Aggregatibacter, Haemophilus	sq196;size=36731; sq19;size=777424;
6146	a clade within genus Bacteroides,including representatives of species Bacteroides xylanisolvens, Bacteroides ovatus, Bacteroides caccae, Bacteroides acidifaciens	sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959;
6158	a clade within genus Bacteroides,including representatives of species Bacteroides fragilis, Bacteroides salyersiae, Bacteroides nordii	sq97;size=102043; sq5;size=2220352;
6164	Bacteroides dorei	sq6;size=1790282; sq2;size=3651925; sq24;size=579437;
6135	a clade within genus Bacteroides,including representatives of species Bacteroides rodentium, Bacteroides fluxus, Bacteroides uniformis	sq16;size=906722; sq107;size=84008; sq17;size=860785;
6144	Bacteroides ovatus	sq100;size=100408; sq18;size=847232; sq21;size=680829;
6105	Prevotella buccae	
6131	Bacteroides uniformis	sq16;size=906722; sq107;size=84008;
6030	Prevotella copri	sq51;size=274412; sq10;size=1332376;
16275	a clade within phylum Thermotogae or Chlamydiae or Fusobacteria or Deinococcus-Thermus or Crenarchaeota or Planctomycetes or Elusimicrobia or Synergistetes or Spirochaetes or Fibrobacteres or Nitrospirae or Tenericutes or Chlorobi or Ignavibacteriae or Proteobacteria or Dictyoglomi or Lentisphaerae or Aquificae or Bacteroidetes or Actinobacteria or Firmicutes or Verrucomicrobia or Euryarchaeota or Chloroflexi or Deferribacteres or Caldiserica or Gemmatimonadetes or Chrysiogenetes or Thermodesulfobacteria or Acidobacteria	sq119;size=76712; 4909 sq22;size=654794; sq99;size=101887; sq43;size=343371; sq3;size=2412753; sq196;size=36731; sq19;size=777424; sq486;size=6865; sq168;size=46687; sq481;size=6956; sq30;size=495992; sq39;size=399807; sq128;size=70944; sq149;size=57023; sq131;size=69175; sq35;size=455501; 10249 11740 11752 sq132;size=66577; 6010 sq123;size=72805; sq51;size=274412; sq10;size=1332376; 6105 6115 6123 sq48;size=308652; sq16;size=906722; sq107;size=84008; sq17;size=860785; sq100;size=100408; sq18;size=847232; sq21;size=680829; sq32;size=481959; sq25;size=579057; sq97;size=102043; sq5;size=2220352; sq86;size=121371; sq6;size=1790282; sq2;size=3651925; sq24;size=579437; 6178 sq88;size=119729; sq122;size=74529; sq40;size=378246; 6259 sq265;size=23446; sq118;size=76766; sq65;size=186706; sq52;size=258287; sq37;size=435106; sq252;size=25699; sq290;size=18700; sq244;size=26964; sq147;size=57987; sq31;size=484285; sq1;size=4814083; sq8;size=1459934; sq76;size=147856; sq9;size=1334363; sq92;size=111219; sq159;size=51411; 4186 4203 sq29;size=509608; sq11;size=1228070; sq69;size=177052; 12211 sq156;size=52152; sq26;size=571700; sq134;size=66126; sq28;size=526536; sq284;size=19843; sq89;size=117483; sq564;size=5037; 12166 sq238;size=28488; sq457;size=7833; sq183;size=42180; sq188;size=38638; sq192;size=37961; sq94;size=107496; sq4;size=2328586; sq56;size=218994; sq109;size=83360; sq7;size=1525327; sq34;size=468569; sq114;size=79346; sq280;size=20402; sq117;size=78669; sq90;size=115085; sq91;size=112216; sq221;size=33470; sq189;size=38479; sq67;size=185845; sq27;size=537952; sq345;size=13449; sq350;size=13039; sq151;size=55500; sq113;size=80837; 12605 sq80;size=130241; sq526;size=5742; sq318;size=15447; sq45;size=334421; sq384;size=10472; sq202;size=35898; sq281;size=20300; sq130;size=70625; sq293;size=18244; sq93;size=110565; sq275;size=21062; sq324;size=14944; sq208;size=34622; sq469;size=7346; sq105;size=88435; 12958 sq242;size=27049; 13022 sq223;size=33436; sq46;size=325448; sq71;size=167453; sq153;size=54074; 13248 sq336;size=13993; sq286;size=19689; sq110;size=81733; sq334;size=14189; sq273;size=22561; sq164;size=49299; sq193;size=37945; sq182;size=42391; sq120;size=76131; sq506;size=6213; sq73;size=164966; sq77;size=143127; sq74;size=161264; 13092 sq20;size=738898; sq96;size=105480; sq33;size=480760; sq141;size=62397; sq38;size=406607; sq393;size=9980; sq60;size=200724; sq126;size=71476; sq470;size=7311; sq66;size=186030; sq81;size=128852; sq197;size=36636; sq146;size=59405; 13159 sq41;size=372936; sq328;size=14567; sq83;size=124906; sq346;size=13367; sq13;size=1127644; sq321;size=15123; sq115;size=79033; sq50;size=282979; 13153 sq98;size=101965; sq103;size=96080; 13184 sq163;size=49780; sq59;size=206855; sq251;size=25813; sq111;size=81614; sq23;size=649275; sq55;size=230567; sq179;size=43183; sq200;size=36019; sq264;size=23609; sq78;size=139824; sq138;size=64287; sq177;size=43372; sq266;size=23242; sq140;size=62426; sq260;size=24835; sq194;size=36974; sq104;size=91730; sq155;size=52821; sq207;size=34903; sq58;size=207883; sq237;size=28760; sq15;size=964855; sq478;size=6996; sq292;size=18314; sq161;size=50885; sq352;size=12987; sq87;size=120786; sq243;size=27020; sq178;size=43239; sq121;size=74695; sq72;size=166815; 12729 sq125;size=71713; sq63;size=192392; sq106;size=88010; sq54;size=232339; sq152;size=54508; sq44;size=336494; sq42;size=355037; sq57;size=209041; sq267;size=23211; sq68;size=178805; sq236;size=29272; sq62;size=199303; sq14;size=1011218; 11976 11935 sq143;size=60973; 14292 sq36;size=439026; sq70;size=169081; 14157 14083 sq64;size=191421; sq47;size=314068; sq171;size=46206; sq79;size=137852; sq305;size=17074; sq647;size=3646; sq49;size=289146; sq12;size=1158412; sq303;size=17173; sq563;size=5038; sq210;size=34480;
